Jurisdiction ID,Jurisdiction Name,County,Measure Name,Measure Year,Election Type,Election Date,Measure Type,Measure Topic,Threshold,Pass/Fail,Yes Votes,No Votes,Yes %,No %,Total Votes,Turnout Rate %
737,City of La Cañada Flintridge,Los Angeles,Measure LC,2024,general,2024-03-05,Sales Tax,General Services,Majority,Pass,3955,2747,59.0,41.0,6702,56.2
739,City of La Habra Heights,Los Angeles,Measure B,2013,general,2013-03-05,Miscellaneous Tax,,Majority,Pass,644,623,50.8,49.2,1267,
741,City of La Mirada,Los Angeles,Measure M,2012,general,2012-11-06,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,11746,5883,66.6,33.4,17629,
743,City of La Puente,Los Angeles,Measure LP,2018,general,2018-11-06,Sales Tax,General Services,Majority,Pass,5962,2040,74.5,25.5,8002,88.6
745,City of La Verne,Los Angeles,Measure LV,2020,general,2020-03-03,Sales Tax,General Services,Majority,Pass,5664,4755,54.4,45.6,10419,53.6
745,City of La Verne,Los Angeles,Measure P,2012,general,2012-03-06,Utility Tax,Revenues: Tax Repeal/Reduction/Limit,Majority,Pass,2170,343,86.4,13.6,2513,
754,City of Lakewood,Los Angeles,Measure L,2020,general,2020-03-03,Sales Tax,General Services,Majority,Pass,13822,7657,64.4,35.6,21479,46.0
755,City of Lancaster,Los Angeles,Measure YM,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,26705,24468,52.2,47.8,51173,91.6
755,City of Lancaster,Los Angeles,Measure LC,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,32445,26695,54.9,45.1,59140,91.4
755,City of Lancaster,Los Angeles,Measure B,2020,general,2020-04-14,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,6153,6342,49.2,50.8,12495,19.3
755,City of Lancaster,Los Angeles,Measure A,2016,general,2016-10-11,Property Tax,Safety: Police,Two-thirds,Fail,3857,7307,34.5,65.5,11164,22.2
758,City of Lawndale,Los Angeles,Measure L,2018,general,2018-11-06,Sales Tax,General Services,Majority,Pass,4408,2462,64.2,35.8,6870,84.4
768,City of Lomita,Los Angeles,Measure L,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,5510,3589,60.6,39.4,9099,85.4
770,City of Long Beach,Los Angeles,Measure LB,2024,general,2024-11-05,Utility Tax,General Services,Majority,Pass,133093,29854,81.7,18.3,162947,92.6
770,City of Long Beach,Los Angeles,Measure US,2020,general,2020-11-03,Business Tax,General Services,Majority,Pass,107040,80473,57.1,42.9,187513,91.7
770,City of Long Beach,Los Angeles,Measure A,2020,general,2020-03-03,Sales Tax,General Services,Majority,Pass,49676,49660,50.0,50.0,99336,48.6
770,City of Long Beach,Los Angeles,Measure B,2020,general,2020-03-03,Transient Occupancy Tax,General Services: Social/Welfare,Majority,Pass,59190,40775,59.2,40.8,99965,48.9
770,City of Long Beach,Los Angeles,Measure M,2018,general,2018-06-05,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,35651,30659,53.8,46.2,66310,46.1
770,City of Long Beach,Los Angeles,Measure MA,2016,general,2016-11-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,103086,47955,68.3,31.7,151041,90.8
770,City of Long Beach,Los Angeles,Measure A,2016,general,2016-06-07,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,54928,36132,60.3,39.7,91060,54.8
770,City of Long Beach,Los Angeles,Measure A,2014,general,2014-04-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Two-thirds,Pass,32068,11374,73.8,26.2,43442,60.4
775,City of Los Angeles,Los Angeles,Measure SP,2022,general,2022-11-08,Property Tax,Facilities: Parks & Recreation,Majority,Fail,311663,566430,35.5,64.5,878093,94.4
775,City of Los Angeles,Los Angeles,Measure M,2017,general,2017-03-07,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,319017,77523,80.5,19.5,396540,
775,City of Los Angeles,Los Angeles,Measure N,2017,general,2017-03-07,Business Tax,Land Use: Zoning,Majority,Fail,134787,250896,34.9,65.1,385683,
775,City of Los Angeles,Los Angeles,Measure D,2013,general,2013-05-21,Business Tax,,Majority,Pass,234793,141240,62.4,37.6,376033,
775,City of Los Angeles,Los Angeles,Measure F,2013,general,2013-05-21,Business Tax,,Majority,Fail,144268,206015,41.2,58.8,350283,
775,City of Los Angeles,Los Angeles,Measure A,2013,general,2013-03-05,Sales Tax,,Majority,Fail,153000,184559,45.3,54.7,337559,
779,City of Lynwood,Los Angeles,Measure TR,2022,general,2022-11-08,Business Tax,General Services,Majority,Pass,4765,2355,66.9,33.1,7120,89.2
779,City of Lynwood,Los Angeles,Measure LH,2020,general,2020-11-03,Business Tax,General Services,Majority,Fail,8549,9953,46.2,53.8,18502,87.7
779,City of Lynwood,Los Angeles,Measure PS,2019,general,2019-11-05,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,1384,431,76.3,23.7,1815,
781,City of Malibu,Los Angeles,Measure MC,2022,general,2022-11-08,Sales Tax,General Services,Majority,Pass,2444,2209,52.5,47.5,4653,93.7
781,City of Malibu,Los Angeles,Measure T,2020,general,2020-11-03,Transient Occupancy Tax,General Services,Majority,Pass,3427,2673,56.2,43.8,6100,87.4
781,City of Malibu,Los Angeles,Measure G,2018,general,2018-11-06,Business Tax,General Services,Majority,Pass,3616,1543,70.1,29.9,5159,87.2
783,City of Manhattan Beach,Los Angeles,Measure MMB,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,11511,8542,57.4,42.6,20053,94.1
783,City of Manhattan Beach,Los Angeles,Measure A,2022,general,2022-06-07,Property Tax,Education,Majority,Fail,4352,9255,32.0,68.0,13607,74.9
783,City of Manhattan Beach,Los Angeles,Measure A,2019,general,2019-03-05,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,5186,1588,76.6,23.4,6774,
789,City of Maywood,Los Angeles,Measure CT,2018,general,2018-11-06,Business Tax,General Services,Majority,Pass,3103,1314,70.3,29.7,4417,91.9
800,City of Monrovia,Los Angeles,Measure K,2019,general,2019-11-05,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,2803,1621,63.4,36.6,4424,
800,City of Monrovia,Los Angeles,Measure TT,2018,general,2018-06-05,Transient Occupancy Tax,General Services,Majority,Pass,4356,2262,65.8,34.2,6618,45.1
804,City of Montebello,Los Angeles,Measure H,2020,general,2020-03-03,Sales Tax,General Services,Majority,Pass,6499,4220,60.6,39.4,10719,42.5
804,City of Montebello,Los Angeles,Measure S,2017,general,2017-11-07,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,1650,2720,37.8,62.2,4370,
806,City of Monterey Park,Los Angeles,Measure BE,2024,general,2024-11-05,Business Tax,General Services,Majority,Pass,11937,5002,70.5,29.5,16939,85.9
806,City of Monterey Park,Los Angeles,Measure LG,2024,general,2024-11-05,Transient Occupancy Tax,General Services,Majority,Pass,13147,4109,76.2,23.8,17256,87.5
806,City of Monterey Park,Los Angeles,Measure MP,2022,general,2022-11-08,Sales Tax,General Services,Majority,Pass,6690,4818,58.1,41.9,11508,90.4
806,City of Monterey Park,Los Angeles,Measure GG,2020,general,2020-03-03,Sales Tax,General Services,Majority,Fail,3128,6959,31.0,69.0,10087,41.5
806,City of Monterey Park,Los Angeles,Measure LL,2017,general,2017-03-07,Property Tax,Facilities: Libraries,Two-thirds,Fail,2985,1954,60.4,39.6,4939,
823,City of Norwalk,Los Angeles,Measure P,2020,general,2020-03-03,Sales Tax,General Services,Majority,Pass,9350,7055,57.0,43.0,16405,39.0
823,City of Norwalk,Los Angeles,Measure B,2014,general,2014-11-04,Utility Tax,General Services: Social/Welfare,Majority,Pass,7545,3204,70.2,29.8,10749,92.0
841,City of Palmdale,Los Angeles,Measure PD,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,27151,22225,55.0,45.0,49376,91.7
841,City of Palmdale,Los Angeles,Measure AV,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,34355,22554,60.4,39.6,56909,90.7
843,City of Palos Verdes Estates,Los Angeles,Measure E,2018,general,2018-04-10,Property Tax,Safety: Police,Two-thirds,Pass,3940,1770,69.0,31.0,5710,71.7
843,City of Palos Verdes Estates,Los Angeles,Measure D,2017,general,2017-03-07,Property Tax,Safety: Multiple Emergency Services,Two-thirds,Fail,2198,1470,59.9,40.1,3668,
845,City of Paramount,Los Angeles,Measure LR,2024,general,2024-11-05,Business Tax,General Services,Two-thirds,Pass,9529,2835,77.1,22.9,12364,91.9
845,City of Paramount,Los Angeles,Measure Y,2020,general,2020-03-03,Sales Tax,General Services,Majority,Pass,4324,1734,71.4,28.6,6058,35.4
845,City of Paramount,Los Angeles,Measure P,2015,general,2015-03-03,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,700,230,75.3,24.7,930,
847,City of Pasadena,Los Angeles,Measure L,2022,general,2022-11-08,Property Tax,Facilities: Libraries,Two-thirds,Pass,40000,7280,84.6,15.4,47280,95.6
847,City of Pasadena,Los Angeles,Measure I,2018,general,2018-11-06,Sales Tax,General Services,Majority,Pass,35015,15924,68.7,31.3,50939,90.8
847,City of Pasadena,Los Angeles,Measure DD,2018,general,2018-06-05,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,19699,6237,76.0,24.0,25936,46.2
852,City of Pico Rivera,Los Angeles,Measure AB,2022,general,2022-11-08,Business Tax,General Services,Majority,Pass,9152,2966,75.5,24.5,12118,94.1
852,City of Pico Rivera,Los Angeles,Measure TT,2020,general,2020-11-03,Transient Occupancy Tax,General Services,Majority,Fail,10671,14550,42.3,57.7,25221,92.2
863,City of Pomona,Los Angeles,Measure P,2024,general,2024-03-05,Sales Tax,General Services,Majority,Pass,8850,5878,60.1,39.9,14728,34.4
863,City of Pomona,Los Angeles,Measure X,2024,general,2024-03-05,Sales Tax,Revenues: Tax Repeal/Reduction/Limit,Majority,Pass,7727,6377,54.8,45.2,14104,33.0
863,City of Pomona,Los Angeles,Measure PS,2022,general,2022-11-08,Property Tax,Transport: Roads,Two-thirds,Fail,11514,9038,56.0,44.0,20552,87.2
863,City of Pomona,Los Angeles,Measure PA,2020,general,2020-11-03,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,6677,38889,14.7,85.3,45566,87.4
863,City of Pomona,Los Angeles,Measure PC,2018,general,2018-11-06,Business Tax,Safety,Majority,Pass,21194,8570,71.2,28.8,29764,91.4
863,City of Pomona,Los Angeles,Measure PG,2018,general,2018-11-06,Sales Tax,General Services,Majority,Pass,19786,9966,66.5,33.5,29752,91.3
863,City of Pomona,Los Angeles,Measure PPL,2014,general,2014-11-04,Property Tax,Facilities: Libraries,Two-thirds,Fail,6829,6936,49.6,50.4,13765,90.2
863,City of Pomona,Los Angeles,Measure V,2012,general,2012-11-06,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,14708,15225,49.1,50.9,29933,
863,City of Pomona,Los Angeles,Measure W,2012,general,2012-11-06,Property Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,7529,22361,25.2,74.8,29890,
863,City of Pomona,Los Angeles,Measure X,2012,general,2012-11-06,Property Tax,Facilities: Libraries,Two-thirds,Fail,18395,11947,60.6,39.4,30342,
877,City of Redondo Beach,Los Angeles,Measure CT,2023,general,2023-03-07,Taxes,,Majority,Pass,7981,2491,76.2,23.8,10472,
891,City of Rolling Hills Estates,Los Angeles,Measure A,2018,general,2018-06-05,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,1776,455,79.6,20.4,2231,44.8
903,City of San Dimas,Los Angeles,Measure SD,2020,general,2020-03-03,Sales Tax,General Services,Majority,Fail,3479,5552,38.5,61.5,9031,44.6
903,City of San Dimas,Los Angeles,Measure A,2013,general,2013-03-05,Transient Occupancy Tax,,Majority,Pass,1508,1192,55.9,44.1,2700,
904,City of San Fernando,Los Angeles,Measure SF,2020,general,2020-11-03,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,4628,3574,56.4,43.6,8202,86.9
904,City of San Fernando,Los Angeles,Measure A,2018,general,2018-11-06,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,3551,1576,69.3,30.7,5127,88.3
904,City of San Fernando,Los Angeles,Measure A,2013,general,2013-06-04,Sales Tax,,Majority,Pass,567,369,60.6,39.4,936,
906,City of San Gabriel,Los Angeles,Measure SG,2020,general,2020-03-03,Sales Tax,General Services,Majority,Pass,3970,2201,64.3,35.7,6171,38.1
906,City of San Gabriel,Los Angeles,Measure SG,2013,general,2013-03-05,Transient Occupancy Tax,,Majority,Pass,2143,631,77.3,22.7,2774,
915,City of San Marino,Los Angeles,Measure SM,2024,general,2024-11-05,Miscellaneous Tax,Revenues: Tax Creation/Incr./Contin.,Two-thirds,Pass,4867,1491,76.5,23.5,6358,96.9
915,City of San Marino,Los Angeles,Measure Z,2022,general,2022-11-08,Property Tax,General Services,Two-thirds,Fail,2652,2101,55.8,44.2,4753,86.3
915,City of San Marino,Los Angeles,Measure SM,2019,general,2019-11-05,Property Tax,Safety: Multiple Emergency Services,Two-thirds,Pass,1664,678,71.1,28.9,2342,
915,City of San Marino,Los Angeles,Measure SA,2015,general,2015-11-03,Miscellaneous Tax,Safety: Multiple Emergency Services,Two-thirds,Pass,2195,776,73.9,26.1,2971,
915,City of San Marino,Los Angeles,Measure U,2015,general,2015-11-03,Utility Tax,Revenues: Tax Repeal/Reduction/Limit,Majority,Pass,2110,829,71.8,28.2,2939,
927,City of Santa Fe Springs,Los Angeles,Measure SFS,2024,general,2024-11-05,Property Tax,Transport: Roads,Two-thirds,Pass,5319,1614,76.7,23.3,6933,93.3
927,City of Santa Fe Springs,Los Angeles,Measure Y,2018,general,2018-11-06,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,3962,1285,75.5,24.5,5247,83.8
927,City of Santa Fe Springs,Los Angeles,Measure S,2013,general,2013-11-05,Business Tax,,Majority,Pass,1309,506,72.1,27.9,1815,
929,City of Santa Monica,Los Angeles,Measure F,2024,general,2024-11-05,Business Tax,General Services,Majority,Pass,35971,9962,78.3,21.7,45933,89.2
929,City of Santa Monica,Los Angeles,Measure K,2024,general,2024-11-05,Miscellaneous Tax,General Services,Majority,Pass,34669,12014,74.3,25.7,46683,90.6
929,City of Santa Monica,Los Angeles,Measure CS,2022,general,2022-11-08,Transient Occupancy Tax,General Services,Majority,Pass,27282,9651,73.9,26.1,36933,95.3
929,City of Santa Monica,Los Angeles,Measure DT,2022,general,2022-11-08,Property Tax,General Services,Majority,Fail,12376,23413,34.6,65.4,35789,92.3
929,City of Santa Monica,Los Angeles,Measure GS,2022,general,2022-11-08,Property Tax,General Services: Social/Welfare,Majority,Pass,19467,16926,53.5,46.5,36393,93.9
929,City of Santa Monica,Los Angeles,Measure HMP,2022,general,2022-11-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,23646,12056,66.2,33.8,35702,92.1
929,City of Santa Monica,Los Angeles,Measure SM,2020,general,2020-11-03,Property Tax,General Services,Majority,Pass,36465,14268,71.9,28.1,50733,89.2
929,City of Santa Monica,Los Angeles,Measure GSH,2016,general,2016-11-08,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,26190,15812,62.4,37.6,42002,82.9
929,City of Santa Monica,Los Angeles,Measure H,2014,general,2014-11-04,Property Tax,Revenues: Tax Repeal/Reduction/Limit,Majority,Fail,10364,14020,42.5,57.5,24384,
942,City of Sierra Madre,Los Angeles,Measure PS,2024,general,2024-11-05,Property Tax,Safety,Majority,Fail,2984,3666,44.9,55.1,6650,94.2
942,City of Sierra Madre,Los Angeles,Measure S,2019,general,2019-11-05,Sales Tax,Safety: Multiple Emergency Services,Majority,Pass,1975,466,80.9,19.1,2441,
942,City of Sierra Madre,Los Angeles,Measure D,2018,general,2018-04-10,Utility Tax,Revenues: Tax Repeal/Reduction/Limit,Majority,Fail,481,2157,18.2,81.8,2638,41.8
942,City of Sierra Madre,Los Angeles,Measure UUT,2016,general,2016-04-12,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,1921,737,72.3,27.7,2658,38.8
942,City of Sierra Madre,Los Angeles,Measure UUT,2014,general,2014-04-08,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,1296,1372,48.6,51.4,2668,65.4
942,City of Sierra Madre,Los Angeles,Measure 12-1,2012,general,2012-04-10,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,1008,1553,39.4,60.6,2561,
943,City of Signal Hill,Los Angeles,Measure R,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,2664,2510,51.5,48.5,5174,81.2
943,City of Signal Hill,Los Angeles,Unknown Measure Type,2017,general,2017-03-07,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,534,605,46.9,53.1,1139,
950,City of South El Monte,Los Angeles,Measure SEM,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,2767,1676,62.3,37.7,4443,89.3
950,City of South El Monte,Los Angeles,Measure CM,2022,general,2022-11-08,Business Tax,General Services,Majority,Pass,1336,1156,53.6,46.4,2492,87.4
950,City of South El Monte,Los Angeles,Measure X,2022,general,2022-11-08,Business Tax,General Services,Majority,Fail,1132,1326,46.1,53.9,2458,86.2
950,City of South El Monte,Los Angeles,Measure ES,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,3904,1602,70.9,29.1,5506,80.3
951,City of South Gate,Los Angeles,Measure PD,2022,general,2022-11-08,Business Tax,General Services,Majority,Fail,5046,5810,46.5,53.5,10856,91.9
953,City of South Pasadena,Los Angeles,Measure LL,2022,general,2022-11-08,Miscellaneous Tax,Facilities: Libraries,Two-thirds,Pass,9357,1442,86.6,13.4,10799,97.4
953,City of South Pasadena,Los Angeles,Measure U,2020,general,2020-11-03,Utility Tax,General Services,Majority,Pass,11018,3512,75.8,24.2,14530,90.6
953,City of South Pasadena,Los Angeles,Measure A,2019,general,2019-11-05,Sales Tax,Safety: Multiple Emergency Services,Majority,Pass,2985,1449,67.3,32.7,4434,
953,City of South Pasadena,Los Angeles,Measure N,2018,general,2018-11-06,Utility Tax,Revenues: Tax Repeal/Reduction/Limit,Majority,Fail,2313,9148,20.2,79.8,11461,89.9
953,City of South Pasadena,Los Angeles,Measure L,2015,general,2015-11-03,Property Tax,Facilities: Libraries,Two-thirds,Pass,2933,653,81.8,18.2,3586,
969,City of Torrance,Los Angeles,Measure SST,2022,general,2022-06-07,Sales Tax,General Services,Majority,Pass,17996,14755,54.9,45.1,32751,65.7
969,City of Torrance,Los Angeles,Measure X,2020,general,2020-03-03,Sales Tax,General Services,Majority,Fail,15662,21950,41.6,58.4,37612,47.7
984,City of Vernon,Los Angeles,Measure X,2024,general,2024-04-09,Transient Occupancy Tax,General Services,Majority,Pass,26,3,89.7,10.3,29,37.2
984,City of Vernon,Los Angeles,Measure W,2023,general,2023-04-11,Taxes,,Two-thirds,Pass,50,18,73.5,26.5,68,
984,City of Vernon,Los Angeles,Measure V,2020,general,2020-04-14,Sales Tax,General Services,Majority,Pass,47,18,72.3,27.7,65,10.8
984,City of Vernon,Los Angeles,Measure R,2018,general,2018-04-10,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,31,16,66.0,34.0,47,12.1
984,City of Vernon,Los Angeles,Measure Q,2017,general,2017-04-11,Utility Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,14,23,37.8,62.2,37,
984,City of Vernon,Los Angeles,Measure K,2013,general,2013-04-09,Business Tax,,Majority,Pass,37,5,88.1,11.9,42,
984,City of Vernon,Los Angeles,Measure L,2013,general,2013-04-09,Property Tax,,Two-thirds,Pass,36,6,85.7,14.3,42,
984,City of Vernon,Los Angeles,Measure M,2013,general,2013-04-09,Utility Tax,,Majority,Pass,34,7,82.9,17.1,41,
995,City of West Covina,Los Angeles,Measure WC,2020,general,2020-03-03,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,4140,16529,20.0,80.0,20669,41.4
996,City of West Hollywood,Los Angeles,Measure WH,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,15155,3321,82.0,18.0,18476,89.2
996,City of West Hollywood,Los Angeles,Measure E,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,14852,5607,72.6,27.4,20459,77.4
996,City of West Hollywood,Los Angeles,Measure Y,2019,general,2019-03-05,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,4541,1410,76.3,23.7,5951,
1002,City of Whittier,Los Angeles,Measure W,2020,general,2020-03-03,Sales Tax,General Services,Majority,Pass,12048,9007,57.2,42.8,21055,48.1
2370,ABC Unified,Los Angeles,Measure BB,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,18021,12863,58.4,41.6,30884,96.0
2370,ABC Unified,Los Angeles,Measure AA,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,7591,9679,44.0,56.0,17270,97.2
2371,Antelope Valley Union High,Los Angeles,Measure C/AVH,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,78534,44576,63.8,36.2,123110,92.4
2372,Arcadia Unified,Los Angeles,Measure AS,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,13052,8228,61.3,38.7,21280,94.4
2372,Arcadia Unified,Los Angeles,Measure M,2012,general,2012-03-13,GO Bond,Education: Bonds,Two-thirds,Pass,6700,3265,67.2,32.8,9965,
2373,Azusa Unified,Los Angeles,Measure K,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,3983,3099,56.2,43.8,7082,97.8
2374,Baldwin Park Unified,Los Angeles,Measure AE,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,10395,2782,78.9,21.1,13177,89.0
2375,Bassett Unified,Los Angeles,Measure BB,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,5946,2556,69.9,30.1,8502,89.8
2375,Bassett Unified,Los Angeles,Measure V,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,1616,973,62.4,37.6,2589,95.6
2376,Bellflower Unified,Los Angeles,Measure BB,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,16469,6155,72.8,27.2,22624,
2377,Beverly Hills Unified,Los Angeles,Measure BH,2018,general,2018-06-05,GO Bond,Education,Fifty-five,Pass,3630,2344,60.8,39.2,5974,44.7
2377,Beverly Hills Unified,Los Angeles,Measure Y,2016,general,2016-11-08,GO Bond,Education,Two-thirds,Fail,8429,4737,64.0,36.0,13166,85.3
2379,Burbank Unified,Los Angeles,Measure ABC,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,29199,16656,63.7,36.3,45855,88.2
2379,Burbank Unified,Los Angeles,Measure S,2013,general,2013-03-05,GO Bond,,Fifty-five,Pass,4663,2884,61.8,38.2,7547,
2380,Castaic Union,Los Angeles,Measure QS,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,5682,3111,64.6,35.4,8793,
2382,Charter Oak Unified,Los Angeles,Measure CO,2012,general,2012-06-05,GO Bond,Education: Bonds,Fifty-five,Pass,3035,1804,62.7,37.3,4839,
2383,Claremont Unified,Los Angeles,Measure G,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,12236,5928,67.4,32.6,18164,94.4
2384,Covina-Valley Unified,Los Angeles,Measure CC,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,17640,6491,73.1,26.9,24131,
2385,Culver City Unified,Los Angeles,Measure E,2024,general,2024-03-05,GO Bond,Education,Fifty-five,Pass,7303,4485,62.0,38.0,11788,52.2
2385,Culver City Unified,Los Angeles,Measure CC,2014,general,2014-06-03,GO Bond,Education,Fifty-five,Pass,4706,1463,76.3,23.7,6169,58.1
2386,Downey Unified,Los Angeles,Measure K,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,14407,10429,58.0,42.0,24836,96.7
2386,Downey Unified,Los Angeles,Measure O,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,10093,6221,61.9,38.1,16314,96.2
2387,Duarte Unified,Los Angeles,Measure S,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,6782,5053,57.3,42.7,11835,91.7
2388,Eastside Union Elementary,Los Angeles,Measure ES,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,2719,1508,64.3,35.7,4227,95.8
2389,East Whittier City Elementary,Los Angeles,Measure C,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,20598,11322,64.5,35.5,31920,93.8
2389,East Whittier City Elementary,Los Angeles,Measure R,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,20323,7221,73.8,26.2,27544,91.9
2389,East Whittier City Elementary,Los Angeles,Measure Z,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,19938,7211,73.4,26.6,27149,90.6
2390,El Monte City,Los Angeles,Measure ME,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,12053,6869,63.7,36.3,18922,90.3
2390,El Monte City,Los Angeles,Measure M,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,4614,2263,67.1,32.9,6877,93.3
2391,El Monte Union High,Los Angeles,Measure HS,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,20006,6993,74.1,25.9,26999,90.6
2392,El Rancho Unified,Los Angeles,Measure ER,2016,general,2016-11-08,GO Bond,Education,Two-thirds,Pass,13790,6170,69.1,30.9,19960,92.5
2393,El Segundo Unified,Los Angeles,Measure ES,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,4899,2838,63.3,36.7,7737,93.0
2394,Garvey Elementary,Los Angeles,Measure G,2024,general,2024-03-05,GO Bond,Education,Fifty-five,Pass,2336,1447,61.7,38.3,3783,31.5
2394,Garvey Elementary,Los Angeles,Measure GA,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,7130,1787,80.0,20.0,8917,83.9
2396,Glendora Unified,Los Angeles,Measure GG,2017,general,2017-11-07,GO Bond,Education,Fifty-five,Fail,2461,2763,47.1,52.9,5224,
2398,Hawthorne,Los Angeles,Measure HSD,2018,general,2018-06-05,GO Bond,Education,Fifty-five,Pass,4076,1422,74.1,25.9,5498,34.8
2399,Hermosa Beach City Elementary,Los Angeles,Measure HV,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,6507,3972,62.1,37.9,10479,91.1
2399,Hermosa Beach City Elementary,Los Angeles,Measure S,2016,general,2016-06-07,GO Bond,Education,Fifty-five,Pass,4040,2725,59.7,40.3,6765,63.4
2399,Hermosa Beach City Elementary,Los Angeles,Measure Q,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,3283,2744,54.5,45.5,6027,96.6
2401,Inglewood Unified,Los Angeles,Measure I,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,37639,8945,80.8,19.2,46584,91.5
2401,Inglewood Unified,Los Angeles,Measure GG,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,31907,5152,86.1,13.9,37059,
2402,Keppel Union Elementary,Los Angeles,Measure SF,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,1756,2019,46.5,53.5,3775,50.4
2403,La Canada Unified,Los Angeles,Measure LCF,2017,general,2017-11-07,GO Bond,Education,Fifty-five,Pass,2900,1185,71.0,29.0,4085,
2404,Lancaster Elementary,Los Angeles,Measure LS,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,24308,12162,66.7,33.3,36470,91.8
2404,Lancaster Elementary,Los Angeles,Measure L,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,21804,9238,70.2,29.8,31042,
